# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
rpmD	ER3413_3388	AIZ53084	protein_coding	0	3	6	96	0	0	0	0	38	0	0	6	0	0	0	0	0	0	0	3	58
rpmE	ER3413_4057	AIZ53745	protein_coding	0	0	0	101	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	53
rpmF	ER3413_1118	AIZ50901	protein_coding	0	0	0	62	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	54
rpmG	ER3413_3747	AIZ53447	protein_coding	1	2	1	119	0	0	0	0	31	0	0	1	0	0	0	0	1	0	0	2	88
rpmH	ER3413_3816	AIZ53515	protein_coding	0	0	0	44	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	38
rpmI	ER3413_1760	AIZ51518	protein_coding	0	0	0	85	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	24
rpmJ	ER3413_3385	AIZ53081	protein_coding	0	0	0	94	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	73
rpoA	ER3413_3381	AIZ53077	protein_coding	0	1	2	78	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	1	57
rpoB	ER3413_4111	AIZ53790	protein_coding	0	16	9	38	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	16	35
rpoC	ER3413_4112	AIZ53791	protein_coding	0	2	1	31	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	2	25
rpoD	ER3413_3158	AIZ52860	protein_coding	0	0	3	68	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	49
rpoE	ER3413_2655	AIZ52393	protein_coding	1	8	3	103	0	0	0	0	74	0	0	3	0	0	1	0	0	0	0	8	29
rpoH	ER3413_3552	AIZ53255	protein_coding	1	1	6	36	0	0	0	0	25	0	0	6	0	0	0	0	1	0	0	1	11
rpoN	ER3413_3296	AIZ52998	protein_coding	0	0	1	53	0	0	0	0	36	0	0	1	0	0	0	0	0	0	0	0	17
rpoS	ER3413_2821	ER3413_2821	pseudogene	0	0	0	113	0	0	0	0	59	0	0	0	6	0	0	0	0	0	0	0	48
rpoZ	ER3413_3760	AIZ53462	protein_coding	0	0	0	93	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	72
rppH	ER3413_2918	AIZ52632	protein_coding	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
rprA	ER3413_4650	ER3413_4650-1	lincRNA	0	0	0	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36
rpsA	ER3413_932	AIZ54764	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
rpsB	ER3413_170	AIZ51458	protein_coding	0	1	0	64	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	59
rpsC	ER3413_3400	AIZ53098	protein_coding	0	8	11	72	0	0	0	0	58	0	0	11	0	0	0	0	0	0	0	8	14
rpsD	ER3413_3382	AIZ53078	protein_coding	0	0	1	84	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	64
rpsE	ER3413_3389	AIZ53085	protein_coding	0	6	3	101	0	0	0	0	44	0	0	3	0	0	0	0	0	0	0	6	57
rpsF	ER3413_4346	AIZ54023	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
rpsG	ER3413_3427	AIZ53127	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rpsH	ER3413_3392	AIZ53088	protein_coding	0	3	4	111	0	0	0	0	57	0	0	4	0	0	0	0	0	0	0	3	54
rpsI	ER3413_3315	AIZ53019	protein_coding	0	0	2	30	0	0	0	0	27	0	0	2	0	0	0	0	0	0	0	0	3
rpsJ	ER3413_3407	AIZ53105	protein_coding	0	0	0	44	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	1
rpsK	ER3413_3383	AIZ53079	protein_coding	0	0	0	89	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	68
rpsL	ER3413_3428	AIZ53128	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rpsM	ER3413_3384	AIZ53080	protein_coding	0	0	0	91	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	70
rpsN	ER3413_3393	AIZ53089	protein_coding	0	2	3	113	0	0	0	0	64	0	0	3	0	0	0	0	0	0	0	2	49
rpsO	ER3413_3258	AIZ52961	protein_coding	1	1	1	60	0	0	0	0	8	0	0	1	0	0	0	0	1	0	0	1	52
rpsP	ER3413_2690	AIZ52426	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6
rpsQ	ER3413_3397	AIZ53093	protein_coding	0	1	1	101	0	0	0	0	62	0	0	1	0	0	0	0	0	0	0	1	39
rpsR	ER3413_4347	AIZ54024	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
rpsS	ER3413_3402	AIZ53100	protein_coding	0	1	1	68	0	0	0	0	57	0	0	1	0	0	0	0	0	0	0	1	11
rpsT	ER3413_18	AIZ51558	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rpsU	ER3413_3155	AIZ52858	protein_coding	0	0	1	174	0	0	0	0	34	0	0	1	0	0	0	0	0	0	0	0	140
rraA	ER3413_4050	AIZ53738	protein_coding	0	0	0	60	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	40
rraB	ER3413_4397	AIZ54075	protein_coding	0	5	6	164	0	0	0	0	91	0	0	6	0	0	0	0	0	0	0	5	73
rrfA	ER3413_3968	ER3413_3968-1	rRNA	0	0	0	84	0	0	0	0	34	0	0	0	3	0	0	0	0	0	0	0	47
rrfB	ER3413_4095	ER3413_4095-1	rRNA	0	0	0	187	0	0	0	0	69	0	0	0	9	0	0	0	0	0	0	0	109
rrfC	ER3413_3873	ER3413_3873-1	rRNA	0	0	0	45	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	42
rrfD	ER3413_3360	ER3413_3360-1	rRNA	0	0	0	74	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	35
rrfE	ER3413_4139	ER3413_4139-1	rRNA	0	0	0	34	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	18
rrfF	ER3413_3358	ER3413_3358-1	rRNA	0	0	0	75	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	34
rrfG	ER3413_2670	ER3413_2670-1	rRNA	0	0	0	88	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	55
rrfH	ER3413_209	ER3413_209-1	rRNA	0	0	0	53	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	0	21
rrlA	ER3413_3967	ER3413_3967-1	rRNA	0	0	0	111	0	0	0	0	36	0	0	0	20	0	0	0	0	0	0	0	55
rrlB	ER3413_4094	ER3413_4094-1	rRNA	0	0	0	252	0	0	0	0	82	0	0	0	76	0	0	0	0	0	0	0	94
rrlC	ER3413_3872	ER3413_3872-1	rRNA	0	0	0	114	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	104
rrlD	ER3413_3361	ER3413_3361-1	rRNA	0	0	0	98	0	0	0	0	37	0	0	0	17	0	0	0	0	0	0	0	44
rrlE	ER3413_4138	ER3413_4138-1	rRNA	0	0	0	38	0	0	0	0	16	0	0	0	13	0	0	0	0	0	0	0	9
rrlG	ER3413_2671	ER3413_2671-1	rRNA	0	0	0	100	0	0	0	0	35	0	0	0	12	0	0	0	0	0	0	0	53
rrlH	ER3413_208	ER3413_208-1	rRNA	0	0	0	69	0	0	0	0	33	0	0	0	20	0	0	0	0	0	0	0	16
rrrQ	ER3413_1595	AIZ51352	protein_coding	0	1	1	68	0	0	0	0	50	0	0	1	0	0	0	0	0	0	0	1	18
rrsA	ER3413_3962	ER3413_3962-1	rRNA	0	0	0	128	0	0	0	0	52	0	0	0	26	0	0	0	0	0	0	0	50
rrsB	ER3413_4091	ER3413_4091-1	rRNA	0	0	0	204	0	0	0	0	115	0	0	0	19	0	0	0	0	0	0	0	70
rrsC	ER3413_3869	ER3413_3869-1	rRNA	0	0	0	118	0	0	0	0	11	0	0	0	29	0	0	0	0	0	0	0	78
rrsD	ER3413_3365	ER3413_3365-1	rRNA	0	0	0	64	0	0	0	0	23	0	0	0	13	0	0	0	0	0	0	0	28
rrsE	ER3413_4134	ER3413_4134-1	rRNA	0	0	0	29	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	8
rrsG	ER3413_2674	ER3413_2674-1	rRNA	0	0	0	73	0	0	0	0	23	0	0	0	36	0	0	0	0	0	0	0	14
rrsH	ER3413_204	ER3413_204-1	rRNA	0	0	0	75	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	45
rsd	ER3413_4120	AIZ53800	protein_coding	0	0	0	35	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	26
rseA	ER3413_2654	AIZ52392	protein_coding	0	6	6	109	0	0	0	0	68	0	0	6	0	0	0	0	0	0	0	6	41
rseB	ER3413_2653	AIZ52391	protein_coding	0	5	8	107	0	0	0	0	55	0	0	8	0	0	0	0	0	0	0	5	52
rseC	ER3413_2652	AIZ52390	protein_coding	1	8	10	101	0	0	0	1	37	0	0	9	0	1	0	0	0	1	0	8	64
rseP	ER3413_178	AIZ51537	protein_coding	0	1	3	63	0	0	0	0	59	0	0	3	0	0	0	0	0	0	0	1	4
rseX	ER3413_4677	ER3413_4677-1	lincRNA	0	0	0	157	0	0	0	0	84	0	0	0	4	0	0	0	0	0	0	0	69
rsfS	ER3413_652	AIZ54487	protein_coding	0	1	0	79	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	47
rsgA	ER3413_4307	AIZ53983	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
rsmA	ER3413_46	AIZ54271	protein_coding	0	8	0	55	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	8	33
rsmB	ER3413_3375	AIZ53070	protein_coding	0	1	3	34	0	0	0	0	20	0	0	3	0	0	0	0	0	0	0	1	14
rsmC	ER3413_4479	AIZ54140	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rsmD	ER3413_3556	AIZ53259	protein_coding	0	0	0	57	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	14
rsmE	ER3413_3033	AIZ52744	protein_coding	0	0	0	43	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	7
rsmF	ER3413_1886	ER3413_1886	pseudogene	0	0	0	32	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	14
rsmG	ER3413_3853	AIZ53554	protein_coding	0	0	0	174	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	97
rsmH	ER3413_79	AIZ54610	protein_coding	0	4	0	64	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	4	38
rsmI	ER3413_3239	AIZ52940	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
rsmJ	ER3413_3589	AIZ53291	protein_coding	0	1	0	92	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	1	23
rspA	ER3413_1618	AIZ51372	protein_coding	0	3	8	94	0	0	0	0	42	0	0	8	0	0	0	0	0	0	0	3	52
rspB	ER3413_1617	AIZ51371	protein_coding	0	4	2	121	0	0	0	0	58	0	0	2	0	0	0	0	0	0	0	4	63
rssA	ER3413_1250	AIZ51034	protein_coding	1	8	1	98	0	0	0	0	56	0	0	1	0	0	0	0	1	0	0	8	42
rssB	ER3413_1252	ER3413_1252	pseudogene	0	1	0	101	0	0	0	0	49	0	0	0	15	1	0	0	0	0	0	0	38
rstA	ER3413_1645	AIZ51402	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
rstB	ER3413_1646	AIZ51403	protein_coding	0	1	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1
rsuA	ER3413_2254	AIZ51995	protein_coding	0	5	12	45	0	0	0	0	9	0	0	12	0	0	0	0	0	0	0	5	36
rsxA	ER3413_1664	AIZ51423	protein_coding	0	0	0	49	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	39
rsxB	ER3413_1665	AIZ51424	protein_coding	0	0	0	44	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	34
rsxC	ER3413_1666	AIZ51425	protein_coding	0	0	1	43	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	32
rsxD	ER3413_1667	AIZ51426	protein_coding	0	4	3	5	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	4	1
rsxE	ER3413_1669	AIZ51428	protein_coding	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10
rsxG	ER3413_1668	AIZ51427	protein_coding	0	1	1	10	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	8
rtcA	ER3413_3509	AIZ53214	protein_coding	0	0	0	70	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	51
rtcB	ER3413_3510	AIZ53216	protein_coding	1	0	0	72	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	55
rtcR	ER3413_3512	AIZ53218	protein_coding	0	0	0	94	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	17
rtn	ER3413_2247	AIZ51987	protein_coding	0	4	7	104	0	0	0	0	25	0	0	7	0	0	0	0	0	0	0	4	79
rttR	ER3413_4645	ER3413_4645-1	lincRNA	0	0	0	104	0	0	0	0	46	0	0	0	3	0	0	0	0	0	0	0	55
rusA	ER3413_559	AIZ54395	protein_coding	0	0	1	203	0	0	0	0	54	0	0	1	0	0	0	0	0	0	0	0	149
rutA	ER3413_1035	AIZ50823	protein_coding	0	0	1	122	0	0	0	0	74	0	0	1	0	0	0	0	0	0	0	0	48
rutB	ER3413_1034	AIZ50822	protein_coding	1	0	1	162	0	0	0	0	120	0	0	1	0	1	0	0	0	1	0	0	42
rutC	ER3413_1033	AIZ50821	protein_coding	0	7	12	142	0	0	0	0	110	0	0	12	0	0	0	1	0	0	0	6	32
rutD	ER3413_1032	AIZ50820	protein_coding	3	1	4	162	0	0	0	0	116	1	0	4	0	0	0	0	2	0	0	1	46
rutE	ER3413_1031	AIZ50819	protein_coding	2	1	5	159	0	0	0	0	118	0	0	5	0	1	0	0	1	1	0	1	41
rutF	ER3413_1030	AIZ50818	protein_coding	0	2	5	155	0	0	0	0	115	0	0	5	0	0	0	0	0	0	0	2	40
rutG	ER3413_1029	AIZ50816	protein_coding	0	0	0	184	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	47
rutR	ER3413_1036	AIZ50824	protein_coding	0	0	0	112	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	47
ruvA	ER3413_1913	AIZ51677	protein_coding	0	2	3	57	0	0	0	0	41	0	0	3	0	0	0	0	0	0	0	2	16
ruvB	ER3413_1912	AIZ51676	protein_coding	0	2	5	56	0	0	0	0	36	0	0	5	0	0	0	0	0	0	0	2	20
ruvC	ER3413_1915	AIZ51679	protein_coding	0	2	1	41	0	0	0	0	34	0	0	1	0	0	0	0	0	0	0	2	7
rybB	ER3413_4640	ER3413_4640-1	lincRNA	0	1	0	54	0	0	0	0	18	0	0	0	1	1	0	0	0	0	0	0	36
rydB	ER3413_4649	ER3413_4649-1	lincRNA	0	0	0	88	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	43
rydC	ER3413_4676	ER3413_4676-1	lincRNA	0	0	0	38	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	36
ryeA	ER3413_4651	ER3413_4651-1	lincRNA	0	0	0	32	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	6
ryeB	ER3413_4652	ER3413_4652-1	lincRNA	0	0	0	32	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	25
ryfA	ER3413_4658	ER3413_4658-1	lincRNA	0	0	0	115	0	0	0	0	35	0	0	0	4	0	0	0	0	0	0	0	76
ryfD	ER3413_4679	ER3413_4679-1	lincRNA	0	0	0	55	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	1
ryhB	ER3413_4667	ER3413_4667-1	lincRNA	0	0	0	53	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	15
ryjA	ER3413_4673	ER3413_4673-1	lincRNA	0	0	0	195	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	117
ryjB	ER3413_4683	ER3413_4683-1	lincRNA	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
rzoQ	ER3413_4616	AIZ54289	protein_coding	1	7	1	57	0	0	0	0	43	0	0	1	0	0	0	0	1	0	0	7	14
rzoR	ER3413_4545	AIZ54211	protein_coding	0	0	0	46	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	34
rzpQ	ER3413_1594	AIZ51351	protein_coding	1	2	8	57	0	0	0	0	43	0	0	8	0	0	0	0	1	0	0	2	14
sad	ER3413_1563	AIZ51322	protein_coding	1	0	0	7	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	3
safA	ER3413_1537	AIZ51298	protein_coding	0	0	0	26	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	9
sanA	ER3413_2210	AIZ51952	protein_coding	0	0	1	172	0	0	0	0	62	0	0	1	0	0	0	0	0	0	0	0	110
sapA	ER3413_1318	AIZ51099	protein_coding	0	8	14	59	0	0	0	0	32	0	0	14	0	0	0	0	0	0	0	8	27
sapB	ER3413_1317	AIZ51098	protein_coding	0	0	0	94	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	48
sapC	ER3413_1316	AIZ51097	protein_coding	0	2	6	89	0	0	0	0	44	0	0	6	0	0	0	0	0	0	0	2	45
sapD	ER3413_1315	AIZ51096	protein_coding	0	1	3	98	0	0	0	0	50	0	0	3	0	0	0	0	0	0	0	1	48
sapF	ER3413_1314	AIZ51095	protein_coding	0	10	4	96	0	0	0	0	58	0	0	4	0	0	0	0	0	0	0	10	38
sbcB	ER3413_2075	AIZ51822	protein_coding	0	0	0	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11
sbcC	ER3413_404	AIZ53726	protein_coding	0	4	8	46	0	0	0	0	23	0	0	8	0	0	0	0	0	0	0	4	23
sbcD	ER3413_405	AIZ53737	protein_coding	0	7	9	40	0	0	0	0	33	0	0	9	0	0	0	0	0	0	0	7	7
sbmA	ER3413_385	AIZ53550	protein_coding	0	11	3	88	0	0	0	0	47	0	0	3	0	0	0	0	0	0	0	11	41
sbmC	ER3413_2073	AIZ51820	protein_coding	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
sbp	ER3413_4038	AIZ53724	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
scpA	ER3413_3005	AIZ52716	protein_coding	0	0	2	102	0	0	0	0	26	0	0	2	0	0	0	0	0	0	0	0	76
scpB	ER3413_3007	AIZ52718	protein_coding	0	2	0	29	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	20
scpC	ER3413_3009	AIZ52720	protein_coding	0	0	4	29	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	21
sdaA	ER3413_1862	AIZ51625	protein_coding	0	1	0	55	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	47
sdaB	ER3413_2884	AIZ52599	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
sdaC	ER3413_2883	AIZ52598	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
sdhA	ER3413_738	AIZ54564	protein_coding	0	2	12	267	0	0	0	0	43	0	0	12	0	0	0	0	0	0	0	2	224
sdhB	ER3413_739	AIZ54565	protein_coding	1	0	0	192	0	0	0	0	50	0	0	0	0	0	0	0	1	0	0	0	142
sdhC	ER3413_736	AIZ54562	protein_coding	0	1	6	267	0	0	0	0	60	0	0	6	0	0	0	0	0	0	0	1	207
sdhD	ER3413_737	AIZ54563	protein_coding	0	4	8	262	0	0	0	0	48	0	0	8	0	0	0	0	0	0	0	4	214
sdiA	ER3413_1970	AIZ51731	protein_coding	0	2	2	93	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	2	80
secA	ER3413_95	AIZ54783	protein_coding	0	23	0	48	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	23	13
secB	ER3413_3720	AIZ53418	protein_coding	0	3	2	118	0	0	0	0	55	0	0	2	0	0	0	0	0	0	0	3	63
secD	ER3413_417	AIZ53843	protein_coding	1	7	2	76	0	0	0	0	60	0	0	2	0	0	0	0	1	0	0	7	16
secE	ER3413_4105	AIZ53783	protein_coding	0	1	5	103	0	0	0	0	30	0	0	5	0	0	0	0	0	0	0	1	73
secF	ER3413_418	AIZ53852	protein_coding	0	3	3	82	0	0	0	0	69	0	0	3	0	0	0	0	0	0	0	3	13
secG	ER3413_3269	AIZ52969	protein_coding	0	1	3	11	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	1	6
secM	ER3413_94	AIZ54772	protein_coding	0	0	0	48	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	14
secY	ER3413_3386	AIZ53082	protein_coding	2	6	18	78	0	0	0	0	21	0	0	18	0	0	0	0	2	0	0	6	57
selA	ER3413_3699	AIZ53398	protein_coding	0	1	0	29	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	23
selB	ER3413_3698	AIZ53397	protein_coding	0	0	1	66	0	0	0	0	43	0	0	1	0	0	0	0	0	0	0	0	23
selC	ER3413_3769	ER3413_3769-1	protein_coding	0	1	1	90	0	0	0	0	40	0	0	1	0	1	0	0	0	0	0	1	50
selD	ER3413_1810	AIZ51570	protein_coding	0	5	12	37	0	0	0	0	20	0	0	12	0	0	0	0	0	0	0	5	17
selU	ER3413_513	AIZ54354	protein_coding	0	3	0	118	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	3	43
seqA	ER3413_702	AIZ54532	protein_coding	0	6	3	84	0	0	0	0	44	0	0	3	0	0	0	0	0	0	0	6	40
serA	ER3413_3000	AIZ52713	protein_coding	0	23	29	49	0	0	0	0	45	0	0	29	0	0	0	0	0	0	0	23	4
serC	ER3413_928	AIZ54759	protein_coding	0	0	1	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
serS	ER3413_913	AIZ54744	protein_coding	1	4	0	27	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	4	7
serT	ER3413_994	ER3413_994-1	protein_coding	0	0	0	19	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	15
serU	ER3413_2038	ER3413_2038-1	protein_coding	0	0	0	137	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	58
serV	ER3413_2771	ER3413_2771-1	protein_coding	0	0	0	20	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3
serW	ER3413_902	ER3413_902-1	protein_coding	0	0	0	37	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	21
serX	ER3413_1055	ER3413_1055-1	protein_coding	0	0	0	24	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22
setA	ER3413_66	AIZ54495	protein_coding	0	0	4	123	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	114
setB	ER3413_2240	AIZ51981	protein_coding	0	10	11	217	0	0	0	0	79	0	0	11	0	0	0	0	0	0	0	10	138
setC	ER3413_3771	AIZ53471	protein_coding	0	3	4	86	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	3	83
sfmA	ER3413_539	AIZ54379	protein_coding	2	3	1	69	0	0	0	1	33	1	0	1	0	0	0	0	1	0	0	3	36
sfmC	ER3413_540	AIZ54381	protein_coding	0	0	0	76	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	36
sfmD	ER3413_541	AIZ54382	protein_coding	0	16	10	75	0	0	0	1	47	0	0	9	0	0	0	0	0	0	0	16	28
sfmF	ER3413_543	AIZ54384	protein_coding	0	0	6	75	0	0	0	0	42	0	0	6	0	0	0	0	0	0	0	0	33
sfmH	ER3413_542	AIZ54383	protein_coding	0	2	0	79	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	2	33
sfsA	ER3413_143	AIZ51203	protein_coding	0	0	0	199	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	124
sfsB	ER3413_3282	AIZ52984	protein_coding	0	0	0	27	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	6
sgcA	ER3413_4450	AIZ54116	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
sgcB	ER3413_4453	AIZ54119	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
sgcC	ER3413_4452	AIZ54118	protein_coding	0	0	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4
sgcE	ER3413_4449	AIZ54115	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
sgcQ	ER3413_4451	AIZ54117	protein_coding	0	0	0	19	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
sgcR	ER3413_4448	AIZ54114	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
sgcX	ER3413_4454	AIZ54120	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
sgrR	ER3413_64	AIZ54475	protein_coding	0	33	9	142	0	0	0	0	136	0	0	9	0	0	0	0	0	0	0	33	6
sgrS	ER3413_4674	ER3413_4674-1	lincRNA	0	0	0	126	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	120
sgrT	ER3413_65	AIZ54484	protein_coding	0	0	0	126	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	120
shiA	ER3413_2043	AIZ51799	protein_coding	0	9	2	147	0	0	0	0	45	0	0	2	0	0	0	0	0	0	0	9	102
shoB	ER3413_4603	AIZ54275	protein_coding	1	1	1	121	0	0	0	0	100	0	0	1	0	2	0	0	0	1	1	0	21
sibA	ER3413_4654	ER3413_4654-1	lincRNA	0	0	0	146	0	0	0	0	93	0	0	0	2	0	0	0	0	0	0	0	51
sibB	ER3413_4655	ER3413_4655-1	lincRNA	0	0	0	145	0	0	0	0	91	0	0	0	4	0	0	0	0	0	0	0	50
sibC	ER3413_4664	ER3413_4664-1	lincRNA	0	0	0	101	0	0	0	0	60	0	0	0	2	0	0	0	0	0	0	0	39
sibD	ER3413_4665	ER3413_4665-1	lincRNA	0	0	0	78	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	29
sibE	ER3413_4680	ER3413_4680-1	lincRNA	0	0	0	85	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	41
sieB	ER3413_1380	AIZ51162	protein_coding	0	0	0	47	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	6
